grp,z,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
g 700+ g 700-760 a Passed 1st time,0,3.5,8,8,8,3,39,7,94,1,2,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.5,8,8,8,3,37.5,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.125,4,5,5,3,35,7,94,1,3,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4,6,7,6,3,35,7,94,1,4,-62,0,1,3
g 700+ i 820+ a Passed 1st time,0,3.75,10,10,10,3,43,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.25,9,8,9,3,40,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,3.875,3,3,3,3,36.5,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4,9,8,9,3,41,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.625,8,7,8,3,39,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.25,4,6,5,3,38,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,3.75,7,8,8,3,42,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.375,3,10,4,3,34,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.625,6,4,6,3,36,7,94,1,3,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.375,10,10,10,3,38,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.25,2,3,2,3,33.5,7,94,1,4,-62,0,0,3
g 700+ g 700-760 c Failed,0,3.875,3,1,3,3,36,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.25,4,4,4,3,36,7,94,1,4,-62,0,1,3
g 700+ i 820+ a Passed 1st time,0,4.875,10,9,10,3,38,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.5,7,7,7,3,38,2,94,1,3,-67,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.375,5,6,5,3,34.5,7,94,1,3,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.625,8,8,8,3,35,7,94,1,3,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4,5,5,5,3,38,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,3.75,4,4,4,3,42,2,94,1,4,-67,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.25,9,5,9,3,39,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4,10,10,10,3,37,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.75,8,9,8,3,36.5,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4,4,2,4,3,38,7,94,1,4,-62,0,1,3
g 700+ i 820+ a Passed 1st time,0,4.875,7,7,7,3,42,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.75,9,8,9,3,36,7,94,1,3,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.25,10,10,10,3,39,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,3.875,10,9,10,3,40,7,94,1,3,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4,9,6,9,3,41,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.5,1,1,2,3,34,7,94,1,4,-62,0,1,3
g 700+ g 700-760 b Passed 2nd time,0,4.375,6,6,6,3,34,7,95,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,3.625,7,6,7,3,40,7,94,1,5,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.125,9,8,9,3,35.5,7,94,1,3,-62,0,0,3
g 700+ i 820+ a Passed 1st time,0,3.5,7,6,8,3,46,7,94,1,4,-62,0,1,3
g 700+ i 820+ a Passed 1st time,0,4.75,9,10,9,3,38,7,94,1,4,-62,0,0,3
g 700+ i 820+ a Passed 1st time,0,3.875,2,2,3,3,45,2,94,1,4,-67,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.25,8,8,8,3,38,2,95,1,5,-67,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.125,5,3,5,3,36,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,3.625,7,9,7,3,42,7,94,1,5,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.375,2,3,2,3,35,7,94,1,3,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.125,7,8,7,3,41,7,94,1,3,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,3.75,9,9,9,3,36,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,3.875,8,9,9,3,37,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.375,7,5,7,3,39,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.625,7,8,8,3,33,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,3.75,9,8,9,3,37,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,3.625,6,4,7,3,41,2,95,1,4,-67,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.375,8,9,8,3,34,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.75,6,10,6,3,34,7,94,1,3,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4,7,6,7,3,39,7,94,1,3,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4,4,3,5,3,39,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,3.875,9,7,9,3,41,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,5,3,6,3,3,34,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.125,8,8,8,3,41,7,94,1,3,-62,0,0,3
g 700+ g 700-760 b Passed 2nd time,0,4.625,2,2,3,3,32,7,95,1,5,-62,0,0,3
g 700+ i 820+ a Passed 1st time,0,4.625,5,6,6,3,39,2,94,1,5,-67,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4,2,2,2,3,35,7,94,1,3,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.375,9,10,9,3,37,7,94,1,3,-62,0,1,3
g 700+ i 820+ a Passed 1st time,0,4.375,10,9,10,3,42,7,94,1,3,-62,0,0,3
g 700+ g 700-760 c Failed,0,4.125,3,2,4,3,34,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.125,4,5,4,3,34.5,2,94,1,4,-67,0,0,3
g 700+ g 700-760 a Passed 1st time,0,3.875,9,9,9,3,38,7,94,1,5,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,3.625,3,4,3,3,42,7,94,1,3,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.125,8,7,8,3,38,2,94,1,4,-67,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.375,6,5,6,3,37,7,94,1,5,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,3.875,6,7,6,3,40,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,3.75,5,5,5,3,40,7,94,1,5,-62,0,0,3
g 700+ i 820+ a Passed 1st time,0,4.875,3,4,4,3,38,7,94,1,2,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,3.75,3,5,3,3,40,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,3.875,9,7,9,3,41,7,94,1,3,-62,0,1,3
g 700+ i 820+ a Passed 1st time,0,4.75,10,10,10,3,40,2,94,1,4,-67,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.25,1,1,2,3,38,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.75,2,1,2,3,36,7,94,1,3,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,5,9,9,9,3,33.5,7,94,1,2,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.125,9,8,9,3,37,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.25,7,6,7,3,36,7,94,1,5,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.875,2,1,2,3,38,7,94,1,5,-62,0,1,3
g 700+ h 760-820 c Failed,0,4.25,1,3,1,3,38,1,96,1,3,-68,0,1,3
g 700+ i 820+ a Passed 1st time,0,4.125,10,10,10,3,43,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.5,7,8,7,3,34,7,94,1,3,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,3.625,9,9,9,3,38,7,94,1,3,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.125,8,9,8,3,38,2,94,1,4,-67,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.25,5,8,6,3,40,7,94,1,4,-62,0,1,3
g 700+ i 820+ a Passed 1st time,0,3.125,3,5,4,3,48,7,94,1,5,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.5,4,3,4,3,34,7,94,1,3,-62,0,0,3
g 700+ i 820+ a Passed 1st time,0,4.25,9,10,9,3,42,7,94,1,3,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,3.75,10,10,10,3,38,7,94,1,3,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,5,9,8,9,3,36,7,94,1,2,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.125,7,7,7,3,35,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.25,4,3,4,3,40,2,94,1,4,-67,0,1,3
g 700+ i 820+ a Passed 1st time,0,4.875,10,10,10,3,42,7,94,1,3,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4,8,7,8,3,38,7,94,1,4,-62,0,0,3
g 700+ i 820+ a Passed 1st time,0,4.25,7,8,8,3,44,7,94,1,3,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4,2,5,3,3,36,7,95,1,5,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.125,3,7,3,3,39,7,94,1,3,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.125,4,4,4,3,37,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.25,4,6,5,3,33,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.75,7,8,7,3,37,7,94,1,5,-62,0,1,3
g 700+ g 700-760 c Failed,0,3.5,2,4,3,3,38,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.125,7,7,7,3,36,7,95,2,2,-62,1,1,3
g 700+ i 820+ a Passed 1st time,0,4.75,8,9,8,3,40,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.75,8,8,8,3,34,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.25,7,5,7,3,36,7,94,1,5,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,3.625,1,2,1,3,37,7,94,1,2,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,3.625,6,7,7,3,41,7,94,1,5,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.25,8,8,8,3,37,7,94,1,2,-62,0,1,3
g 700+ i 820+ a Passed 1st time,0,4.75,2,4,2,3,42,2,95,1,5,-67,0,1,3
g 700+ h 760-820 a Passed 1st time,0,3.75,9,10,9,3,40,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.25,6,7,6,3,37,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.375,9,9,9,3,34,2,94,1,3,-67,0,0,3
g 700+ i 820+ a Passed 1st time,0,4.375,4,5,4,3,40,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.625,5,6,6,3,31,2,94,1,3,-67,0,0,3
g 700+ h 760-820 b Passed 2nd time,0,4.375,3,2,3,3,37,7,96,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.875,2,1,2,3,38,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4,3,3,3,3,36,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.25,5,6,5,3,39,7,94,1,3,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4,8,7,8,3,41,7,94,1,3,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.5,10,8,10,3,39,7,94,1,3,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.125,7,9,7,3,40,7,94,1,3,-62,0,0,3
g 700+ i 820+ a Passed 1st time,0,4.5,1,1,1,3,40,7,94,1,3,-62,0,1,3
g 700+ i 820+ a Passed 1st time,0,4.5,6,6,6,3,43,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.25,6,5,6,3,40,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.25,8,8,8,3,36,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.125,6,5,6,3,35,7,94,1,4,-62,0,0,3
g 700+ h 760-820 b Passed 2nd time,0,4.125,1,1,1,3,41,7,95,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.25,7,6,7,3,36,7,94,1,3,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.25,2,2,3,3,37,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.125,7,7,7,3,38,2,95,1,4,-67,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.125,6,6,6,3,35,7,94,1,4,-62,0,1,3
g 700+ i 820+ a Passed 1st time,0,4.875,4,4,4,3,38,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.75,6,6,7,3,34,7,94,1,3,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.25,5,4,5,3,33,7,94,1,3,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,3.625,10,9,10,3,40,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.625,7,6,7,3,36,7,94,1,3,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.875,9,9,9,3,36,7,94,1,3,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.875,4,4,4,3,37,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.875,8,7,8,3,38,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.75,5,4,5,3,36.5,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.875,9,9,9,3,35.5,7,94,1,1,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.125,4,1,4,3,39,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.125,3,2,4,3,36,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4,4,5,4,3,36,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.25,4,4,4,3,36,7,94,1,2,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.5,2,2,2,3,38,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.375,5,5,5,3,34,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.875,9,8,9,3,33,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.25,4,6,4,3,34,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,3.875,8,9,8,3,35,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.875,8,8,8,3,38,7,94,1,5,-62,0,1,3
g 700+ i 820+ a Passed 1st time,0,4.75,6,7,6,3,41,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.75,7,8,7,3,39,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.5,7,7,7,3,35,7,94,1,3,-62,0,0,3
g 700+ i 820+ a Passed 1st time,0,4.5,10,8,10,3,47,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4,7,7,7,3,36,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.875,5,6,5,3,38,7,94,1,1,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.375,7,8,7,3,34,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.375,7,5,7,3,38,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.125,9,6,9,3,35,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.25,5,6,5,3,33,7,94,1,4,-62,0,1,3
g 700+ i 820+ a Passed 1st time,0,4.375,10,10,10,3,42,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.25,6,5,7,3,33,7,94,1,4,-62,0,0,3
g 700+ g 700-760 c Failed,0,4,4,3,4,3,36,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4,3,5,3,3,38,2,95,1,3,-67,0,1,3
g 700+ h 760-820 b Passed 2nd time,0,4.25,1,1,1,3,38,7,95,1,3,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.125,7,8,7,3,39,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,3.75,9,10,9,3,38,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,3.5,10,10,10,3,38,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4,2,4,2,3,35,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.625,7,8,7,3,37,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,3.625,9,9,9,3,37.5,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.75,5,3,5,3,38.5,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.375,6,5,6,3,33,7,94,1,3,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.75,5,6,6,3,35,7,94,1,3,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.125,2,2,3,3,40,7,94,1,5,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4,3,3,3,3,38,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4,10,10,10,3,34.5,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4,2,6,2,3,35,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4,1,3,1,3,35,7,95,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.625,6,6,7,3,39,7,94,1,5,-62,0,1,3
g 700+ i 820+ a Passed 1st time,0,4.625,9,9,9,3,41,2,94,1,4,-67,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4,10,10,10,3,41,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.125,3,2,4,3,37,2,96,1,4,-67,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.125,9,8,9,3,38,7,94,1,4,-62,0,0,3
g 700+ i 820+ a Passed 1st time,0,4,4,7,4,3,43,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.875,5,2,5,3,35,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.375,2,3,3,3,33,2,95,1,3,-67,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.5,5,7,6,3,37,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.25,10,8,10,3,36.5,7,94,1,5,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.625,6,7,6,3,36,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.25,1,2,1,3,38,7,94,1,3,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.5,3,6,3,3,36,7,94,1,5,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.375,7,4,7,3,34,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4,7,8,7,3,35,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.25,8,9,8,3,39,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.625,2,3,3,3,36,2,94,1,4,-67,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.5,3,4,3,3,36,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,3.125,6,3,6,3,40,2,95,1,1,-67,0,0,3
g 700+ h 760-820 a Passed 1st time,0,3.875,7,7,7,3,42,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.75,3,5,4,3,35,7,94,1,4,-62,0,0,3
g 700+ i 820+ a Passed 1st time,0,4.75,8,9,9,3,41,7,94,1,3,-62,0,0,3
g 700+ i 820+ a Passed 1st time,0,4.625,8,9,8,3,42,7,94,1,3,-62,0,0,3
g 700+ i 820+ a Passed 1st time,0,3.75,10,10,10,3,44,2,95,1,5,-67,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.75,5,2,6,3,36.5,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.125,10,10,10,3,40,7,94,1,3,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.125,3,5,4,3,37,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,3.875,10,7,10,3,39,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.25,2,2,3,3,34,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,3.625,6,5,6,3,36,7,94,2,4,-62,1,1,3
g 700+ h 760-820 a Passed 1st time,0,3.75,4,5,4,3,40,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.125,9,7,9,3,40,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.5,4,4,5,3,34,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.25,5,5,5,3,34,7,94,1,2,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.75,3,4,3,3,37,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,3.5,4,4,5,3,41,7,94,1,5,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.25,6,4,7,3,40,7,94,1,5,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.375,10,9,10,3,37,7,94,1,3,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.5,4,5,5,3,35,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.375,3,3,4,3,34,7,94,1,3,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.375,2,3,3,3,36,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.75,1,2,2,3,37,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.875,2,2,2,3,37,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.125,5,5,5,3,36,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,3.875,5,3,5,3,36,7,94,1,4,-62,0,1,3
g 700+ i 820+ a Passed 1st time,0,4.625,6,6,6,3,40,7,94,1,3,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.375,1,1,1,3,35,7,95,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.875,3,4,3,3,37,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.25,5,6,6,3,39,7,94,1,3,-62,0,1,3
g 700+ i 820+ a Passed 1st time,0,5,10,10,10,3,39,7,94,1,3,-62,0,0,3
g 700+ i 820+ a Passed 1st time,0,4.125,10,10,10,3,43,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,3.75,3,3,3,3,42,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.375,9,9,9,3,35,2,95,1,4,-67,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.75,4,4,4,3,36,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.25,3,4,4,3,34,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.5,4,4,5,3,38,2,95,1,4,-67,0,1,3
g 700+ h 760-820 a Passed 1st time,0,3.875,8,8,8,3,42,7,94,1,3,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.75,8,6,8,3,36.5,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.125,5,5,6,3,33.5,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.125,4,3,4,3,34,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.375,10,10,10,3,37,7,94,1,4,-62,0,1,3
g 700+ g 700-760 b Passed 2nd time,0,3.75,1,1,1,3,38,7,95,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.5,2,1,2,3,37,7,94,1,4,-62,0,1,3
g 700+ i 820+ a Passed 1st time,0,4.25,5,5,5,3,42,2,94,1,3,-67,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4,4,5,5,3,40,7,94,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.625,9,10,9,3,37,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.875,10,10,10,3,32,7,94,1,3,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.625,7,5,7,3,38,7,94,1,3,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,3.625,9,9,9,3,37,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,3.75,8,4,8,3,36,7,94,1,4,-62,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.125,4,5,4,3,34,7,94,1,2,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,4.375,9,8,9,3,34,7,94,1,3,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,3.75,9,9,9,3,41,7,94,1,5,-62,0,1,3
g 700+ i 820+ a Passed 1st time,0,4.25,8,8,8,3,41,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,3.75,8,8,8,3,39,7,94,1,4,-62,0,1,3
g 700+ g 700-760 b Passed 2nd time,0,4.25,7,6,7,3,35,7,95,1,4,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.25,8,8,8,3,38,6,94,1,5,-63,0,0,3
g 700+ h 760-820 a Passed 1st time,0,3.75,8,8,8,3,40,7,94,1,4,-62,0,0,3
g 700+ g 700-760 a Passed 1st time,0,3.5,1,1,1,3,38,2,94,1,5,-67,0,1,3
g 700+ g 700-760 a Passed 1st time,0,4.125,4,4,4,3,36,7,94,1,4,-62,0,0,3
g 700+ h 760-820 a Passed 1st time,0,4.375,2,2,3,3,37,7,94,1,2,-62,0,1,3
g 700+ h 760-820 a Passed 1st time,0,4.25,9,8,9,3,39,7,94,1,3,-62,0,0,3
g 700+ g 700-760 b Passed 2nd time,0,3.625,1,1,1,3,38,7,95,1,3,-62,0,1,3
